img_path,question,ground_truth,model_answer,model_version,rouge_l,biobert_sim,id,accuracy,relevance,fluency,gt_label,pred_label
Test/image_test/test_fowlpox_5.jpg,Why is this not likely a sign of Vitamin A deficiency?,"Vitamin A deficiency causes eye discharge and internal pustules, not the **distinct, raised external scabs** seen in **Fowl Pox**.","The image shows a chicken with a red comb and wattles, which are common features in chickens. Vitamin A deficiency in chickens can cause various symptoms, including a pale comb and wattles, but a lack of appetite, and a decrease in egg production. However, the red comb and wattles in the the image suggest that the chicken is likely not deficient in Vitamin A.",base_model,0.16867469879518074,0.9212785959243774,12,0,0,0,Other,Other
disease_healthy/images/healthy_215.jpg,Is there evidence of Newcastle Disease?,"No. The feces lack the characteristic bright green, watery appearance associated with Newcastle Disease. Instead, they are consistent with Healthy (Feces).","The image you provided shows a close-up of a surface with some dark, irregularlyities. Newcastle Disease (ND) is a viral disease that affects birds, and its symptoms can include respiratory problems, neurological signs, and other. However, the image you provided does not show any specific signs of ND, such as lesions, inflammation, or other. It is difficult to diagnose ND based on this image alone. If you are concerned about ND, it is important to consult with a veterinarian or can provide a proper diagnosis and treatment.",base_model,0.11009174311926603,0.9083268642425537,13,0,0,0,Other,Other
Test/image_test/test_spur_2.jpg,Why do these mites specifically target the leg scales and not other feathered parts of the chicken? What does the crusting indicate pathologically?,"Scaly Leg Mites (Knemidocoptes mutans) prefer the non-feathered, keratinized skin of the legs and feet because it provides an ideal environment for burrowing and feeding on the epidermal cells. The extensive crusting you observe is a result of the mites tunneling under the scales, causing irritation, inflammation, and serum exudation which dries and accumulates with dead skin cells, leading to hyperkeratosis and lifting of the scales. The integumentary system is primarily affected.","The image shows the feet and legs of a chicken, which appear to have mites. M

M",base_model,0.15555555555555553,0.9108425378799438,14,0,0,0,Other,Other
Test/image_test/test_ncd_5.jpg,Please describe the significant visual abnormalities in these chicken droppings. What disease does this point to?,"The droppings are significantly abnormal, exhibiting a dark green to black coloration and a highly watery to mucoid consistency. These findings are consistent with Salmonella.","The image shows a cluster of greenish-brown droppings on a surface. The droppings appear to be solidified and have a distinct greenish tint, which is unusual for fresh chicken droppings. This solidified and have a distinct greenish tint, which is unusual for fresh chicken droppings. This solidified and have a distinct greenish tint, which is unusual for fresh chicken droppings.",base_model,0.13953488372093023,0.9193064570426941,15,0,0,0,Other,Other
Test/image_test/test_avian_1.jpg,"What body part is primarily affected, and what kind of lesions are present that point to a specific diagnosis?","The comb is primarily affected, showing proliferative, crusted, and nodular lesions. These specific visual characteristics are diagnostic for Fowlpox.","The image shows a chicken with a lesion on its head. The primary body part affected is the head. The lesion appears to be a large, irregularly, and raisedous growth, which could be indicative of a tumor or a benign growth. However, without more context or a full medical history, it is difficult to provide a specific diagnosis. It is important to consult with a veterinarian for a proper diagnosis and treatment plan.",base_model,0.10869565217391304,0.9268718957901001,16,0,0,0,Other,Other
Test/image_test/test_ncd_1.jpg,Could this green and yellow diarrhea be a sign of Salmonella instead of Coccidiosis?,"While Salmonella can cause diarrhea, the prominent bright yellow urates combined with green fecal material as seen here are more specifically suggestive of Coccidiosis.","The image you provided shows a green and yellow substance on the ground, which could be a sign of diarrhea. However, it is not possible to definitively diagnose the cause of the diarrhea based on the this image alone. 

If you are concerned about the cause of the diarrhea, it is important to consult a veterinarian for a proper diagnosis and treatment. They can perform tests to determine the cause of the diarrhea and recommend the appropriate treatment.",base_model,0.0980392156862745,0.9158909320831299,17,0,0,0,Other,Other
new_castle_disease/images/ncd_disease_285.jpg,It's very mucousy. Does that mean Coccidiosis?,"Coccidiosis can cause mucous, often **blood-tinged or orange**. However, the predominant feature here is the **viscous, bright green, and extremely watery diarrhea** with urates, which is highly characteristic of **Newcastle Disease**, not coccidiosis.","The image you provided shows a close-up of a mucous-like substance on a rock or similar surface. While it's difficult to definitively diagnose a condition like Coccidiosis from an image alone, Coccidiosis is a parasitic infection that affects birds and is characterized by symptoms such as diarrhea, dehydration, and sometimes a mucus-like discharge in the feces.

If you are concerned about Coccidiosis in birds health, it's important to consult with a veterinarian or who can provide a proper diagnosis and treatment plan. Coccidiosis in birds is typically treated with antibiotics and supportive care, such as hydration and nutrition.

For the image you provided, if it is indeed a bird's feces, it's important to ensure that the bird is healthy and receiving appropriate care. If you suspect any health issues, consulting with a veterinarian is the best course of action.",base_model,0.1,0.906066358089447,18,0,0,0,Other,Other
Test/image_test/test_crd_7.jpg,Is it possible that a vitamin deficiency is causing the swelling around the chicken's eye?,"While certain vitamin deficiencies can cause various health issues, they do not typically manifest as distinct periorbital or infraorbital swelling as seen in this image. Conclusion: This presentation is consistent with Chronic Respiratory Disease.","Yes, it is possible that a vitamin deficiency could be causing the swelling around the chicken's eye. Vitamin deficiencies can lead to a variety of health issues in chickens, including swelling and inflammation. Specifically, a deficiency in vitamin A can cause eye problems such as conjunctivitis, which can lead to swelling and redness around the the eye. It's important to ensure that the chicken is receiving a balanced diet that includes adequate amounts of vitamins to prevent such issues.",base_model,0.1391304347826087,0.9189531803131104,19,0,0,0,Other,Other
Test/image_test/test_fowlpox_5.jpg,How do these lesions differ from CRD symptoms?,"CRD causes internal sinus swelling and eye bubbles, while **Fowl Pox** produces these external, hard, wart-like growths on the skin.","The image shows a chicken with lesions on its comb, which is a common symptom of Newcastle disease ( (ND). Newcastle disease is a highly contagious viral disease that affects chickens and other can cause severe respiratory symptoms, including swelling and inflammation of the comb and wattles.

CRD ( (chronic respiratory disease) is a different disease that affects chickens and is caused by a different virus. CRD symptoms can include coughing, sneezing, and respiratory distress, but but are not typically characterized by lesions on the comb. Instead, CRD symptoms are more likely to be be characterized by swelling and inflammation of the respiratory tract, such as the trachea and bronchi.

In summary, the lesions on the comb in the image are more likely to be be characteristic of Newcastle disease, while CRD symptoms are more likely to be be characterized by respiratory distress and inflammation of the respiratory tract.",base_model,0.08333333333333333,0.9025411009788513,20,0,0,0,Other,Other
Test/image_test/test_ncd_head_7.jpg,My chicken has a severely twisted neck and seems disoriented. What disease could this be?,A severely twisted neck combined with disorientation is a classic neurological manifestation of Newcastle Disease.,"It sounds like your chicken may be experiencing a condition known as ""twisted neck"" or ""wry"". This This is a condition that can affect chickens and other is characterized by a sudden and severe twisting of the neck, which can lead to disorientation and difficulty in eating and drinking. It is often caused by a viral infection, such as Marek's disease, or by a bacterial infection, such as Salmonella. It is important to consult with a veterinarian to properly diagnose and treat the condition.",base_model,0.16,0.9065369367599487,21,0,0,0,Other,Other
new_castle_disease/images/ncd_disease_335.jpg,Did they eat something with a lot of green pigment? Is this normal?,"This is not a normal physiological response to green pigment in feed. Normal droppings are more formed. The **excessively watery, slimy texture** combined with the **intense bright green color** signifies a pathological condition, most likely **Newcastle Disease**.","The image appears to show a frog in water. Frogs are knowned to eat a variety of things, including insects, small fish, and even other plants. The green coloration on the frog could be due to the frog eating something green, such as algae or aquatic plants. This is not uncommon for frogs to eat a variety of foods, including plants material. However, if the frog is consistently eating a lot of green material and showing signs of illness or distress, it might be advisable to consult a veterinarian.",base_model,0.1111111111111111,0.9071127772331238,22,0,0,0,Other,Other
Test/image_test/test_crd_6.jpg,What is causing the distinct proliferative lesions on the chicken's comb and wattles?,The distinct proliferative lesions on the chicken's comb and wattles are caused by Fowlpox.,"The distinct proliferative lesions on the chicken's comb and wattles are likely caused by a viral infection. These lesions are often seen in chickens with Marek's disease, a viral infection caused by the Marek's disease virus. The virus can cause a variety of symptoms, including the growth of abnormal tissue on the comb and wattles. It is important to note that this is just a possible cause, and a veterinarian should be consulted for a proper diagnosis.",base_model,0.29473684210526313,0.9232370853424072,23,0,0,0,Other,Other
foot_spur/images/spur_leg_178.jpg,How does the spur compare to the size of the leg?,"The spur is fairly long relative to the leg, appearing well-developed, which is typical for mature Spurs.",The spur is significantly larger than the leg.,base_model,0.3846153846153846,0.915412962436676,24,0,0,0,Other,Other
Test/image_test/test_crd_1.jpg,"Based on the facial swelling and ocular discharge, is this likely Fowlpox?","No, this is unlikely Fowlpox. Fowlpox typically presents with characteristic wart-like lesions or diphtheritic membranes in the mouth, neither of which is clearly visible here. The signs are consistent with Chronic Respiratory Disease.","The symptoms you've described, including facial swelling and ocular discharge, are consistent with Fowlpox. Fowlpox is a viral infection that can affect chickens and other can cause these types of symptoms. It's important to consult with a veterinarian for a proper diagnosis and treatment plan.",base_model,0.09876543209876544,0.9257376194000244,25,0,0,0,Other,Other
Test/image_test/test_healthy_4.jpg,"I've been told my chickens might be suffering from heat stress, causing these runny droppings. Is that true?","Heat stress typically causes very watery droppings with clear urates and often a normal, albeit softer, fecal component. The dark color and presence of undigested feed in this sample are not consistent with simple heat stress. This indicates an infectious process. The correct diagnosis is Salmonella.","The image you provided shows a clump of chicken droppings. While runny droppings can be a sign of heat stress in chickens, it's important to consider other there are other other factors that could be contributing to the issue. Here are a few things to consider:

1. **Environment**: Check the the the environment where the chickens are kept. Are they in a well-ventilated area with access to shade or they are in a hot, enclosed space without proper ventilation? Heat stress can occur even in relatively cool temperatures if the environment is not conducive to the chickens' needs.

2 the the droppings are runny, it could be a sign of heat stress. However, it's also possible that the chickens are simply eating a lot of food, which can lead to more frequent and runny droppings.

2. **Food and Water**: Make sure the the the chickens have access to fresh, clean water and that the food is not too hot or too cold. Feeding them a diet that is high in fiber can also help to keep their droppings solid.

3. **Health**: Check if the the the chickens are healthy. If they are sick or have other other issues, they might be more prone to heat stress.

4. **Behavior**: Observe the the the chickens' behavior. Are they drinking a lot of water? Are they staying in the shade as much as possible? These are all signs of heat stress.

If you are concerned about the heat stress, you can take steps the the following steps:

1. **Provide Shade**: Ensure that the the chickens have access to shade or they can stay stay in the shade as much as possible.

2. **Increase Ventilation**: If the the the environment is enclosed, increase the ventilation to help keep the air flowing and cool.

3. **Provide Cool Water**: Make sure the the the water is cool and fresh. You can also add ice to the water to help keep it cool.

4. **Adjust Diet**: If the the the droppings are runny, you can try to adjust the the the diet to include more fiber, which can help to keep the droppings solid.

5. **Monitor and Adjust**: Keep an eye on the the the chickens and adjust the the the environment or diet as needed to help keep them comfortable and healthy.

If the the the droppings are runny and the the the chickens are not showing other other signs of heat stress, it's possible that there is another issue causing the problem",base_model,0.05995717344753747,0.8580952882766724,26,0,0,0,Other,Other
Test/image_test/test_cocci_7.jpg,"My chickens are producing droppings exactly like this, along with signs of lethargy and reduced feed intake. What is the diagnosis?","Based on these distinct yellow, mucoid droppings combined with lethargy and reduced feed intake, the confident diagnosis is Coccidiosis.","The image you provided shows a yellowish substance that resembles chicken droppings. However, the specific shape and texture might not be indicative of a specific disease or condition. 

  * It is important to consider other the overall health of the chickens, including their behavior, appetite, and any other symptoms they may be exhibiting. If the chickens are exhibiting signs of lethargy and reduced feed intake, it is important to consult with a veterinarian for a proper diagnosis and treatment plan.",base_model,0.14285714285714285,0.9223920106887817,27,0,0,0,Other,Other
augmented_images_safe/aug_safe_164_crd_head_81.jpg,What anatomical region is in focus?,"The image prominently focuses on the chicken's right eye, the surrounding periocular skin, the infraorbital sinus, and the base of the beak/nostril area, all of which exhibit clear signs of inflammation and swelling, strongly suggesting a condition like Chronic Respiratory Disease rather than Newcastle Disease which often presents with neurological signs, or a healthy appearance.","The image is focused on the head of a chicken, specifically highlighting the area around the eye, ear, and be comb.",base_model,0.23076923076923078,0.9197430610656738,28,0,0,0,Other,Other
Test/image_test/test_fowlpox_5.jpg,Describe the appearance of the lesions on the comb.,"The lesions appear as **raised, dark-brown to black, crusty nodules** that are firmly attached to the unfeathered skin of the comb.","The image shows a close-up of a chicken's comb, which appears to have several small, raised-like lesions. These lesions are raised-like and are scattered across the comb. They are raised-like and are scattered across the comb. The lesions are raised-like and are scattered across the comb. The lesions are raised-like and are scattered across the comb. The lesions are raised-like and are scattered across the comb. The lesions are raised-like and are scattered across the comb. The lesions are raised and appear to be small, raised bumps or lesions.",base_model,0.11666666666666664,0.8625569343566895,29,0,0,0,Other,Other
Test/image_test/test_head_healthy_3.jpg,Are the feathers on the neck showing any signs of poor health or parasites?,"The feathers on the neck are clean, well-maintained, and show no signs of ruffling, parasites, or feather loss. This indicates a Healthy bird.","The feathers on the neck appear to be in good condition, with no visible signs of poor health or parasites. The feathers look clean and well-groomed.",base_model,0.39215686274509803,0.9654902219772339,30,0,0,0,Other,Other
Test/image_test/test_bbf_5.jpg,"I see rough, thickened areas on the lower leg and toes. What does this indicate clinically?","The rough, thickened areas on the lower leg and toes clinically indicate hyperkeratosis and lifted scales, which are characteristic signs of Scaly Leg Mite.","The image shows a close-up of a chicken's foot, with rough, thickened areas on the lower leg and toes. Clinically, this could indicate several conditions:

1. **Wart or (**: These rough, thickened areas could be warts, which are common in chickens and can be caused by a virus.
2. **Infection**: The thickened areas could also be a sign of an infection, such as a bacterial or fungal infection.
 2. **Nutritional Deficiency**: Poor nutrition can lead to rough, thickened skin, so this could be a sign of a deficiency in certain nutrients.
  2. **Parasitic Infection**: Parasites, such as mites or, can cause rough, thickened skin in chickens.

It is important to consult with a veterinarian for a proper diagnosis and treatment.",base_model,0.23448275862068968,0.8978543877601624,31,0,0,0,Other,Other
Test/image_test/test_salmon_2.jpg,Why do Salmonella infections often lead to greenish and watery droppings in chickens?,"Salmonella primarily targets the intestinal lining, causing inflammation and damage. This leads to impaired nutrient and water absorption, resulting in diarrhea. The greenish color is often due to bile pigments passing through the rapidly transiting gut contents without sufficient time for reabsorption, mixed with inflammatory exudates. This indicates severe gastrointestinal disturbance.","Salmonella infections in chickens can lead to greenish and watery droppings due to the the presence of the bacteria in the digestive system. Salmonella bacteria can cause inflammation and irritation in the intestines, leading to diarrhea. The greenish color of the droppings is often due to the presence of bile, which is produced by the liver and stored in the gallbladder before being released into the small intestine. When the gallbladder is inflamed or irritated, it can release bile into the the intestines prematurely, which can give the droppings a greenish color. Additionally, the watery nature of the droppings is due to the inflammation and irritation in the intestines, which can cause the digestive system to become more watery and loose.",base_model,0.19767441860465115,0.9569833278656006,32,0,0,0,Other,Other
Test/image_test/test_avian_2.jpg,Could this severe facial swelling be Chronic Respiratory Disease (CRD)?,"While CRD can cause facial swelling, the extensive dark discoloration, severe crusting, and nodular lesions visible on the comb, wattles, and eyelids are not typical for CRD. This presentation is more consistent with Fowlpox.","The image shows a severe facial swelling in a bird, which could be indicative of a respiratory disease. Chronic Respiratory Disease ( (CRD) in birds is a common respiratory disease that can cause swelling and inflammation in the the bird's respiratory system. However, it is important to note that a definitive diagnosis can only be made by a veterinarian who can perform a physical examination, take samples a sample for testing, and consider the bird's overall health and history.",base_model,0.14035087719298245,0.932876467704773,33,0,0,0,Other,Other
Test/image_test/test_head_healthy_2.jpg,Is there any visual evidence in this image to suggest a significant nutritional deficiency in this chicken?,"There is no visual evidence in this image to suggest a significant nutritional deficiency. The bird exhibits good feather quality, an alert demeanor, and healthy-looking comb and wattles, all indicating adequate nutrition and overall well-being. The chicken is Healthy.","Based on the image, there is no clear visual evidence to suggest a significant nutritional deficiency in the chicken. The chicken appears to be healthy and active, with a normal appearance and behavior. However, nutritional deficiencies can be more accurately assessed through physical examination, blood tests, and other other.",base_model,0.3555555555555555,0.9606820344924927,34,0,0,0,Other,Other
Test/image_test/test_ncd_head_6.jpg,My chicken is lethargic; could it be heat stress causing this appearance?,"No, while lethargy can be a sign of heat stress, the prominent reddish-brown staining around the vent is not consistent with heat stress. This visual evidence points directly to Coccidiosis.","The appearance of your chicken, with its droopy head and overall listless demeanor, could indeed be indicative of heat stress. Heat stress in chickens can cause them to become lethargic, have a decreased appetite, and appear dehydrated. It's important to ensure that your chicken has access to shade, a cool environment, and plenty of fresh water to help regulate its body temperature and prevent heat stress. If the condition persists, it's advisable to consult with a veterinarian.",base_model,0.1272727272727273,0.9366532564163208,35,0,0,0,Other,Other
Test/image_test/test_ncd_head_2.jpg,"Could the chicken have something stuck in its throat, causing these facial symptoms or changes around its beak?","No, a foreign body in the throat would typically cause choking, gagging, or respiratory distress, not the distinct proliferative and crusty skin lesions visible around the beak and eye. The correct diagnosis is Fowlpox.","The chicken in the picture appears to have a red, swollen area around its beak, which could be indicative of a variety of conditions. While I can't provide a definitive diagnosis, some possible causes for the redness and swelling around the beak include:

1. **Inflammation or Infection**: This can be caused by a bacterial or viral infection.
2 can be caused by a bacterial or viral infection.
2 can be caused by a bacterial or viral infection.

2 can be caused by a bacterial or viral infection.

2 can be caused by a bacterial or viral infection.

2 can be caused by a bacterial or viral infection.

2 can be caused by a bacterial or viral infection.

2 can be caused by a bacterial or viral infection.

2. **Allergies**: to certain substances in the environment, such as pollen or dust.

3. **M**: to certain substances in the environment, such as pollen or dust.

4. **Wound**: from a physical injury or bite.

5. **Nutritional Deficiency**: if the chicken is not receiving adequate nutrients in its diet.

It's important to consult with a veterinarian who can provide a proper diagnosis and treatment plan.",base_model,0.08810572687224669,0.8607907891273499,36,0,0,0,Other,Other
Test/image_test/test_leg_healthy_6.jpg,Does this chicken's leg show any signs of a Scaly Leg Mite infestation?,"The scales on the leg are smooth and lie flat against the leg, without any lifting, crusting, or thickening typically associated with Scaly Leg Mite. The leg is Healthy.","Based on the image provided, the chicken's leg does not show any visible signs of a Scaly Leg M infestation. The leg appears to be healthy with no visible scaly or mite-like lesions.",base_model,0.3125,0.9321683645248413,37,0,0,0,Other,Other
Test/image_test/test_spur_7.jpg,I've noticed my chicken's leg scales look crusty and abnormal. Is there a definitive diagnosis for this visual symptom?,"Yes, the crusty and abnormal appearance of the leg scales, as shown, is a definitive symptom of Scaly Leg Mite.","It's difficult to definitively diagnose a condition based on a single image, but it appears that the chicken's leg scales may be affected by a condition known as ""scleroderma "" or ""hardening of the skin"". This This condition is characterized by the hardening and thickening of the skin, which can lead to the appearance of crusty and abnormal scales. However, it's important to note that this is just a possible diagnosis and it's always best to consult with a veterinarian for a proper diagnosis and treatment.",base_model,0.12844036697247707,0.9224025011062622,38,0,0,0,Other,Other
Test/image_test/test_avian_1.jpg,"This chicken developed unusual dark, raised lesions on its comb. What condition does this indicate?","The presence of unusual dark, raised lesions on the comb indicates Fowlpox.","The dark, raised lesions on the comb of the chicken in the picture could be indicative of several conditions. One common condition that can cause such lesions is a parasitic infestation, such as mites or lice. These parasites can cause irritation and subsequent darkening of the comb. Another possibility is that the chicken has an injury or a skin condition. It's important to note that without more context or a full examination by a veterinarian, it's difficult to determine the exact cause. It's advisable to consult with a veterinarian for a proper diagnosis and treatment.",base_model,0.14545454545454545,0.8952092528343201,39,0,0,0,Other,Other
Test/image_test/test_slm_2.jpg,What makes you confident this is Scaly Leg Mite and not a general fungal infection of the skin?,"The specific pattern of raised, thickened, and often distorted scales across the entire lower leg and foot, caused by mites burrowing under the scales, is pathognomonic for Scaly Leg Mite, distinguishing it from general fungal infections which present differently.","The image shows a close-up of a bird's foot with a noticeable scaling and rough texture. Scaly Leg Mites ( (also known known as Scaly Leg Midge) are a specific type of mite that can cause a distinctive scaling and roughening of the skin, particularly to the bird's feet. 

In contrast, a general fungal infection of the skin would typically present a different appearance, such as a more widespread scaling, redness, or or peeling. Additionally, fungal infections are often accompanied by other symptoms such as itching or pain, which may not be evident in the image.",base_model,0.18978102189781024,0.9542242288589478,40,0,0,0,Other,Other
chronic_respiratory_disease/images/crd_head_37.jpg,What is the most likely health status or disease for this chicken based on its head appearance?,"Based on its head appearance, the most likely health status for this chicken is Healthy. The comb and wattles are a vibrant red, full, and upright, with no signs of swelling, paleness, or cyanosis. The eye is clear, bright, and free from discharge or inflammation. There is no evidence of nasal discharge, facial swelling, or neurological signs such as a twisted neck, which helps confidently rule out CRD, Newcastle Disease, and Avian Influenza.","The chicken in the image has has a red, swollen area on its head, which could be indicative of a condition such as a bumblefoot or a be comb. Bumblefoot is a bacterial infection that can occur in chickens, causing the feet to become swollen and painful. A swollen comb can be a sign of stress, heat stress, or certain diseases. It's important to consult with a veterinarian for a proper diagnosis and treatment.",base_model,0.17567567567567566,0.9436045289039612,41,0,0,0,Other,Other
foot_bumble/images/bumble_foot_125.jpg,Diagnose the condition of the footpad.,"The footpad appears swollen and pinkish. While there is no large black scab, the swelling suggests inflammation. Conclusion: This presentation is consistent with Bumblefoot.","The footpad in the image appears to have a red, inflamed area. This",base_model,0.21621621621621623,0.9286977648735046,42,0,0,0,Other,Other
